file_id,image_id,video_id,location,cam_trap,species,num_animal,year,month,day,hour,minute,second,file_path,file_name,file_type,data_type,species_new,num_animal_new,file_path_new,file_name_new,species_binary,genus,family,order,class,split1,split2,split3,split4,split5,split6,split7,split8,split9,split10
5752,1911,,ecuador,SS CAM1,Horse,1,2018,6,5,13,43,45,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 43 45.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1911_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_43_45.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5753,1912,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,9,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 44 09.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1912_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_09.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5754,1913,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,32,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 44 32.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1913_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_32.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5755,1914,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,56,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 44 56.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1914_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_56.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5756,1915,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,19,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 45 19.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1915_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_19.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,val,test,train,train,train
5757,1916,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,43,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 45 43.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1916_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_43.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,val,test,train,train,train,train,train
5758,1917,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,7,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 46 07.jpg,jpg,image,EquusCaballus,1,./data/interim/image/test,test_1917_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_07.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5759,1918,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,32,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 05 13 46 32.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1918_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_32.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,val,test,train
5760,1919,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,31,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 06 21 29 31.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1919_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_31.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5761,1920,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,50,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 06 21 29 50.jpg,jpg,image,EquusCaballus,1,./data/interim/image/test,test_1920_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_50.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5762,1921,,ecuador,SS CAM1,Horse,1,2018,6,6,22,16,16,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 06 22 16 16.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1921_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_22_16_16.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5763,1922,,ecuador,SS CAM1,Horse,1,2018,6,7,2,48,20,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 07 02 48 20.jpg,jpg,image,EquusCaballus,1,./data/interim/image/val,val_1922_ecuador_SS CAM1_EquusCaballus_01_2018_06_07_02_48_20.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5764,1923,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,26,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 28 26.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1923_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_26.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5765,1924,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,53,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 28 53.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1924_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_53.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5766,1925,,ecuador,SS CAM1,Horse,1,2018,6,9,21,29,46,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 29 46.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1925_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_29_46.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5767,1926,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,6,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 30 06.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1926_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_06.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5768,1927,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,29,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 30 29.jpg,jpg,image,EquusCaballus,1,./data/interim/image/val,val_1927_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_29.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5769,1928,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,47,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 30 47.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1928_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_47.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5770,1929,,ecuador,SS CAM1,Horse,1,2018,6,9,21,31,7,./data/raw/ecuador/SS CAM1/Horse/01,2018 06 09 21 31 07.jpg,jpg,image,EquusCaballus,1,./data/interim/image/train,train_1929_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_31_07.jpg,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,val,test,train,train,train
5771,1904,,ecuador,SS CAM1,Horse,1,2018,6,5,4,47,11,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1904_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_04_47_11.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5772,1905,,ecuador,SS CAM1,Horse,1,2018,6,5,13,41,23,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1905_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_41_23.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5773,1906,,ecuador,SS CAM1,Horse,1,2018,6,5,13,41,47,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/val,val_1906_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_41_47.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5774,1907,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,10,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1907_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_10.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,val,test,train
5775,1908,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,35,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/test,test_1908_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_35.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5776,1909,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,58,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1909_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_58.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,val,test,train,train,train,train,train
5777,1910,,ecuador,SS CAM1,Horse,1,2018,6,5,13,43,22,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1910_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_43_22.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5778,1911,,ecuador,SS CAM1,Horse,1,2018,6,5,13,43,45,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1911_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_43_45.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5779,1912,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,9,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1912_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_09.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5780,1913,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,32,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1913_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_32.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5781,1914,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,56,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1914_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_56.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5782,1915,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,19,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1915_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_19.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,val,test,train,train,train
5783,1916,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,43,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1916_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_43.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,val,test,train,train,train,train,train
5784,1917,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,7,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/test,test_1917_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_07.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5785,1918,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,32,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1918_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_32.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,val,test,train
5786,1919,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,31,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1919_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_31.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5787,1920,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,50,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/test,test_1920_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_50.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5788,1921,,ecuador,SS CAM1,Horse,1,2018,6,6,22,16,16,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1921_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_22_16_16.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5789,1922,,ecuador,SS CAM1,Horse,1,2018,6,7,2,48,20,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/val,val_1922_ecuador_SS CAM1_EquusCaballus_01_2018_06_07_02_48_20.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5790,1923,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,26,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1923_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_26.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5791,1924,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,53,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1924_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_53.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5792,1925,,ecuador,SS CAM1,Horse,1,2018,6,9,21,29,46,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1925_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_29_46.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5793,1926,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,6,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1926_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_06.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5794,1927,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,29,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/val,val_1927_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_29.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5795,1928,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,47,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1928_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_47.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5796,1929,,ecuador,SS CAM1,Horse,1,2018,6,9,21,31,7,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015310.zip,txt,bbox,EquusCaballus,1,./data/interim/bbox/txt/train,train_1929_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_31_07.txt,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,val,test,train,train,train
5797,1904,,ecuador,SS CAM1,Horse,1,2018,6,5,4,47,11,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1904_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_04_47_11.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5798,1905,,ecuador,SS CAM1,Horse,1,2018,6,5,13,41,23,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1905_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_41_23.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5799,1906,,ecuador,SS CAM1,Horse,1,2018,6,5,13,41,47,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/val,val_1906_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_41_47.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5800,1907,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,10,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1907_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_10.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,val,test,train
5801,1908,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,35,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/test,test_1908_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_35.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5802,1909,,ecuador,SS CAM1,Horse,1,2018,6,5,13,42,58,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1909_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_42_58.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,val,test,train,train,train,train,train
5803,1910,,ecuador,SS CAM1,Horse,1,2018,6,5,13,43,22,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1910_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_43_22.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5804,1911,,ecuador,SS CAM1,Horse,1,2018,6,5,13,43,45,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1911_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_43_45.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5805,1912,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,9,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1912_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_09.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5806,1913,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,32,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1913_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_32.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5807,1914,,ecuador,SS CAM1,Horse,1,2018,6,5,13,44,56,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1914_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_44_56.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,val,test,train,train,train,train,train,train,train
5808,1915,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,19,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1915_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_19.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,val,test,train,train,train
5809,1916,,ecuador,SS CAM1,Horse,1,2018,6,5,13,45,43,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1916_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_45_43.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,val,test,train,train,train,train,train
5810,1917,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,7,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/test,test_1917_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_07.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5811,1918,,ecuador,SS CAM1,Horse,1,2018,6,5,13,46,32,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1918_ecuador_SS CAM1_EquusCaballus_01_2018_06_05_13_46_32.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,val,test,train
5812,1919,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,31,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1919_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_31.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,train,train,val,test
5813,1920,,ecuador,SS CAM1,Horse,1,2018,6,6,21,29,50,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/test,test_1920_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_21_29_50.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,test,train,train,train,train,train,train,train,train,val
5814,1921,,ecuador,SS CAM1,Horse,1,2018,6,6,22,16,16,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1921_ecuador_SS CAM1_EquusCaballus_01_2018_06_06_22_16_16.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,val,test,train,train,train,train,train,train
5815,1922,,ecuador,SS CAM1,Horse,1,2018,6,7,2,48,20,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/val,val_1922_ecuador_SS CAM1_EquusCaballus_01_2018_06_07_02_48_20.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,val,test,train,train,train,train,train,train,train,train
5816,1923,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,26,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1923_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_26.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
5817,1924,,ecuador,SS CAM1,Horse,1,2018,6,9,21,28,53,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1924_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_28_53.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5818,1925,,ecuador,SS CAM1,Horse,1,2018,6,9,21,29,46,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1925_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_29_46.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,train,train,val,test,train,train
5819,1926,,ecuador,SS CAM1,Horse,1,2018,6,9,21,30,6,./data/raw/ecuador/SS CAM1/Horse/01,labels_ct01_horse_01_20200930015317.zip,xml,bbox,EquusCaballus,1,./data/interim/bbox/xml/train,train_1926_ecuador_SS CAM1_EquusCaballus_01_2018_06_09_21_30_06.xml,Animal,Equus,Equidae,Perissodactyla,Mammalia,train,train,train,train,val,test,train,train,train,train
